class_id,class_name,width,height,aspect,r_mean,g_mean,b_mean,r_std,g_std,b_std,brightness,contrast,r_min,r_max,g_min,g_max,b_min,b_max,saturation
0,Dyskeratotic,109,112,0.973,122.19003931847969,92.24983617300131,88.95158912188728,34.90407082686473,33.86301039638285,31.686331800417868,100.82888269986894,30.2572055475365,49,166,35,169,40,162,79.766874180865
0,Dyskeratotic,86,102,0.843,115.82786137710899,90.71796625626995,87.91073871409029,31.099391419773507,35.97985808656768,34.5516411163329,97.89614683082536,32.04155488023412,50,162,37,165,35,158,77.24247606019152
0,Dyskeratotic,107,102,1.049,129.55708264614256,97.10271211288254,92.99725123694337,27.933044729507724,40.16497710341139,39.13854520631179,106.32600329851567,34.684615425448754,50,166,36,167,35,161,82.21669415429723
0,Dyskeratotic,101,91,1.11,132.23588292895224,112.17734740507018,112.08160156675008,30.624232374206784,34.933013167455904,29.741326315495424,118.16320313350016,31.122350772112156,47,170,41,172,53,166,56.07137417038407
0,Dyskeratotic,101,82,1.232,131.2687756580536,118.76829268292683,115.4034049746438,26.595364545055073,37.74533424975861,34.51121986462198,122.11060130403284,33.20619846750463,49,169,40,170,46,164,44.72687756580536
0,Dyskeratotic,127,106,1.198,133.7927499628584,92.31421779824691,93.91450007428317,27.38443495308829,28.538123936353486,27.0228538470502,104.90365473183776,26.16055878317788,54,171,36,152,41,153,84.32402317634823
0,Dyskeratotic,86,78,1.103,118.1747167561121,61.5855694692904,66.88550983899822,34.3394330976557,18.737475972834023,16.539485251502466,79.1138938580799,22.18201050190095,47,173,27,111,38,122,122.43276684555754
0,Dyskeratotic,69,68,1.015,113.71952259164536,61.14407502131287,58.67476555839727,27.281093743037726,16.866057545250207,20.769549548735974,76.58354646206308,19.01931898989779,52,161,35,118,30,122,127.35358056265984
0,Dyskeratotic,157,119,1.319,137.67537333404698,70.38163035915002,64.2884440400364,29.161243203785624,15.117780514018413,15.318720589748477,89.8142161323128,17.28867735001553,55,175,30,120,32,118,135.27533051437135
0,Dyskeratotic,111,101,1.099,119.98617429310498,57.684149496030685,58.585317991258584,27.091095754572752,13.304796998473387,13.694030087052417,76.42645615912943,15.74680390739466,51,163,28,101,35,107,138.18303451966818
0,Dyskeratotic,126,104,1.212,110.36332417582418,64.24809218559218,64.92246642246643,30.881050609589906,24.751987827796768,24.36573502871214,78.1134768009768,24.938177925697286,39,155,28,143,29,135,112.54319291819291
0,Dyskeratotic,113,67,1.687,137.1060626073174,109.97701756703209,101.65816933033945,23.231464482021746,27.776282326248708,33.213393179430945,117.12785629375247,24.923500007215043,61,162,44,155,41,155,70.38885219918109
0,Dyskeratotic,107,94,1.138,101.90326108570292,44.249751441638494,41.386060847086895,34.4251010070188,10.822795002502657,12.058805364113834,61.156293497713264,17.16636429463739,38,166,27,77,24,85,147.7586995426526
0,Dyskeratotic,125,127,0.984,130.94387401574804,88.83300787401575,84.23943307086614,28.7753273490871,27.086088830210393,25.754989627297725,100.89492913385827,26.044541788318757,49,167,32,153,36,145,95.2207874015748
0,Dyskeratotic,105,95,1.105,101.03197994987468,63.300050125313284,66.41754385964913,28.768527077609253,19.562356952098,20.81080770358626,74.93994987468672,21.163725124617585,40,164,29,119,30,119,99.87458646616541
0,Dyskeratotic,115,96,1.198,100.40344202898551,43.84791666666667,41.20670289855072,33.813977296618106,10.663638831256915,11.208515719593224,60.44492753623189,16.771326775372998,38,165,27,76,24,85,146.5941123188406
0,Dyskeratotic,90,94,0.957,123.37754137115839,70.06465721040189,72.82978723404256,27.527656698615782,30.37097195758563,28.204892215216642,86.32966903073286,28.15542717771283,44,170,27,153,33,140,118.54373522458629
0,Dyskeratotic,93,87,1.069,114.83969843035472,53.2868619453714,53.93919169447534,22.021256595441827,10.731145456619371,12.15340947219131,71.76208132492893,12.629010467766014,44,168,28,98,30,98,140.9488320355951
0,Dyskeratotic,85,98,0.867,105.64921968787515,55.24477791116447,55.20660264105642,27.02609787553334,16.66583474536455,16.416705385333945,70.31620648259303,18.925218070251784,47,166,29,117,33,110,129.13325330132054
0,Dyskeratotic,121,133,0.91,117.0154725657118,68.53234325483129,77.07966196482943,26.169449054902604,25.19082754772769,21.778834812014978,84.01373267880444,24.318474027512107,52,170,27,149,38,144,110.71130305101597
0,Dyskeratotic,118,101,1.168,125.13819432790737,60.28150696425575,61.50419533478772,22.493118400828394,13.62753567191271,14.86048925220861,79.81129384124853,15.198807263267668,53,160,30,104,32,109,137.03742238630642
0,Dyskeratotic,110,88,1.25,99.83811983471074,63.94297520661157,65.49772727272727,30.639110569090914,24.455446338412138,20.351792289136732,74.85764462809918,24.83201794283703,43,151,28,132,36,127,98.75671487603306
0,Dyskeratotic,106,99,1.071,126.05002858776443,53.38974652182199,55.02753954640747,35.677510648249786,12.478920425893543,10.583361093011536,75.30627024966648,18.490478976758133,45,175,26,90,31,92,149.31875357347056
0,Dyskeratotic,81,86,0.942,115.96712604076946,55.85170829744473,59.13120872810795,32.132771393024946,12.483901862947143,12.383769554585005,74.20657479184611,17.18263241098802,41,172,28,92,34,98,131.60996267585415
0,Dyskeratotic,78,85,0.918,116.72473604826546,46.518250377073905,44.97194570135746,36.79521544755907,10.66272522181896,7.441301540217025,67.33182503770739,17.57747764039679,44,175,26,75,30,66,155.95173453996983
0,Dyskeratotic,91,100,0.91,124.15648351648352,47.92230769230769,46.21186813186813,35.61947727382755,10.638485347958703,8.146080553138129,70.53197802197802,17.190470444679722,45,184,27,84,29,82,160.87670329670328
0,Dyskeratotic,108,70,1.543,88.29907407407407,61.03280423280423,63.770502645502646,26.712972676128192,18.41674339045379,16.419326680355574,69.49986772486773,19.101102491338548,36,147,28,124,38,112,85.63597883597883
0,Dyskeratotic,117,105,1.114,107.23744403744404,73.36589336589337,74.44558404558404,30.310715414271087,26.900150482790412,27.28732372466934,83.62002442002442,27.00960843518379,44,156,30,134,34,136,88.13089133089133
0,Dyskeratotic,121,117,1.034,89.24623860987498,44.317934590661864,46.07974853429399,26.845840125316343,10.945465053053756,10.412726617102429,57.94292576110758,15.149388857830793,40,165,27,91,28,97,129.42184078547714
0,Dyskeratotic,84,60,1.4,84.7109126984127,51.07579365079365,52.28630952380952,26.78476749575964,9.830114957842767,10.453751655839772,61.270833333333336,14.58606989630316,36,147,30,79,33,84,99.5906746031746
0,Dyskeratotic,108,91,1.187,91.13298738298738,72.78652828652828,66.16432641432641,25.357880405226112,20.22440280699498,24.97583613012682,77.51404151404151,20.158254288040336,39,150,34,135,28,134,83.23606023606024
0,Dyskeratotic,112,140,0.8,111.55095663265305,84.64272959183674,77.40108418367348,25.17055252961441,19.537944785132325,15.006011936311026,91.85599489795918,18.866564266565966,44,150,34,135,44,127,78.50599489795918
0,Dyskeratotic,109,97,1.124,91.60238342949022,60.7663860777452,57.553485292726755,22.118235585195556,13.05109665730767,14.744993408360502,69.6268797881396,14.543597368509252,42,136,33,101,29,98,96.29102430719757
0,Dyskeratotic,130,106,1.226,117.73055152394775,74.65355587808418,68.62837445573295,24.39258098475545,18.00815021853499,20.05451913424844,86.8388969521045,17.630225298228726,45,158,30,127,26,122,107.41748911465892
0,Dyskeratotic,84,71,1.183,119.91901408450704,93.60546613011402,85.59071093226022,24.111216307174086,28.602325109051705,29.295534774271278,100.55399061032864,25.67710689991659,41,146,36,143,32,136,76.67287055667337
0,Dyskeratotic,115,94,1.223,115.7113783533765,72.43866790009251,73.30203515263645,22.82980812015718,18.330161060830363,19.757565923319234,85.47900092506939,18.063542210450123,58,153,33,126,37,122,100.61387604070305
0,Dyskeratotic,146,93,1.57,103.3544704669318,83.279496243924,85.70452202091619,24.591880035484827,27.651696404006007,23.653530565237244,89.55913978494624,24.605305313026687,45,152,37,153,48,149,62.61710119310649
0,Dyskeratotic,118,127,0.929,115.36927799279327,86.25610569865208,80.27305485119444,24.72693580497204,18.995825586664456,15.625519416534443,94.27038569331376,18.215194213209003,51,152,34,135,47,131,78.4616308554651
0,Dyskeratotic,109,102,1.069,107.95520777118186,77.14948731786292,73.0774419859687,24.246533317115823,17.23585777717891,17.818644069992576,85.89593452059722,16.180552255514268,48,152,34,115,35,126,84.99550278827127
0,Dyskeratotic,105,101,1.04,112.86242338519567,74.38189533239039,68.18104667609619,22.254403811113853,16.00744559169076,16.727757129791645,85.17972654408298,15.406898046709006,48,152,34,123,35,119,101.86053748231966
